idade_usuario,salario_usuario,moradia_usuario,tempo_trabalho_usuario,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_emprestimo,status_emprestimo,renda_percentual_emprestimo,status_inadimplencia,tempo_credito
25,58750,Hipotecada,6,"Melhoria do lar",D,6000,15.33,0,0.1,Y,3
31,36000,Alugada,2,Medico,C,3500,12.53,0,0.1,Y,10
21,19000,Alugada,0,Educacao,C,700,12.29,0,0.04,N,2
26,43000,Alugada,7,Medico,B,14400,9.62,1,0.33,N,4
26,51000,Hipotecada,10,Medico,D,13000,15.33,1,0.25,Y,3
22,43000,Propria,2,Empreendimento,B,22800,12.69,0,0.53,N,2
28,112200,Hipotecada,10,Empreendimento,A,6800,5.79,0,0.06,N,5
25,118000,Hipotecada,8,"Melhoria do lar",B,25000,11.12,0,0.21,N,2
22,8000,Alugada,NULL,Medico,A,2100,7.51,1,0.26,N,2
25,37700,Hipotecada,7,Educacao,B,9000,11.58,1,0.24,N,2
33,74520,Alugada,4,"Melhoria do lar",D,10000,16.89,0,0.13,N,10
27,30000,Alugada,0,Medico,C,4500,14.65,0,0.15,N,9
29,55476,Hipotecada,1,Medico,D,10000,15.33,1,0.18,Y,8
25,30000,Alugada,10,Empreendimento,A,11400,7.51,1,0.38,N,4
23,124800,Hipotecada,4,Medico,B,28000,NULL,0,0.22,N,2
26,80000,Hipotecada,10,"Pagamento de Débitos",B,10800,11.99,0,0.14,N,3
24,43000,Hipotecada,1,Medico,A,7000,6.92,0,0.16,N,3
38,20004,Propria,2,"Melhoria do lar",B,6250,NULL,0,0.31,N,15
36,126251,Alugada,16,"Melhoria do lar",A,14000,7.66,0,0.11,N,17
26,70000,Hipotecada,0,Pessoal,D,8000,14.84,0,0.11,N,3
25,125000,Hipotecada,1,"Melhoria do lar",D,14000,14.42,0,0.11,N,4
30,108000,Hipotecada,0,"Pagamento de Débitos",B,4925,NULL,1,0.05,N,9
22,25000,Propria,6,Empreendimento,A,13000,7.88,0,0.52,N,3
23,24000,Alugada,1,Empreendimento,B,5500,10.99,0,0.23,N,4
28,19200,Alugada,0,"Pagamento de Débitos",B,4000,12.69,1,0.21,N,8
26,50000,Alugada,1,"Pagamento de Débitos",B,7150,12.69,0,0.14,N,2
28,72500,Alugada,1,"Pagamento de Débitos",A,12000,7.49,0,0.17,N,6
22,30000,Alugada,6,Medico,B,3000,NULL,0,0.1,N,4
26,65000,Alugada,0,Pessoal,A,5000,5.99,0,0.08,N,3
23,150000,Hipotecada,7,"Pagamento de Débitos",A,9600,6.92,0,0.06,N,2
27,98500,Alugada,5,"Melhoria do lar",C,7200,14.35,0,0.07,Y,6
40,74004,Hipotecada,12,Empreendimento,A,7125,6.62,0,0.1,N,14
23,61615,Hipotecada,4,Pessoal,B,13000,10.62,0,0.21,N,4
22,40000,Alugada,3,Pessoal,E,7200,18.79,0,0.18,N,3
31,112000,Alugada,1,Empreendimento,A,18500,7.51,0,0.17,N,7
27,90000,Alugada,0,"Pagamento de Débitos",A,20000,6.54,0,0.22,N,9
22,70000,Alugada,6,Pessoal,B,13600,12.21,0,0.19,N,4
26,57600,Alugada,10,"Pagamento de Débitos",D,2150,15.62,1,0.04,Y,3
35,74000,Hipotecada,13,"Pagamento de Débitos",A,5000,7.9,0,0.07,N,5
41,45840,Alugada,5,"Pagamento de Débitos",B,4600,10.99,0,0.1,N,14
27,104000,Alugada,8,"Pagamento de Débitos",B,11000,NULL,0,0.11,N,8
23,37000,Hipotecada,2,Educacao,A,10000,7.74,0,0.27,N,3
33,50000,Hipotecada,8,Medico,A,4000,5.42,0,0.08,N,10
24,55000,Alugada,2,Empreendimento,,10400,7.66,0,NULL,N,5
24,55000,Alugada,5,Empreendimento,A,9500,9.63,0,0.17,N,4
26,65000,Alugada,0,Empreendimento,C,17000,13.47,0,0.26,N,2
30,49000,Hipotecada,2,Pessoal,C,16000,13.49,1,0.33,N,7
34,33456,Alugada,2,Educacao,E,4000,16.45,1,0.12,N,5
25,37000,Alugada,1,"Pagamento de Débitos",F,4200,NULL,1,0.11,Y,2
25,85000,Alugada,2,Empreendimento,A,15000,7.9,0,0.18,N,4
23,40000,Hipotecada,7,"Pagamento de Débitos",C,6000,14.79,0,0.15,Y,3
34,64000,Alugada,5,Educacao,B,15000,10.25,0,0.23,N,8
24,75000,Hipotecada,4,Empreendimento,B,16000,12.42,0,0.21,N,2
22,55000,Propria,4,"Pagamento de Débitos",D,5000,14.61,0,0.09,Y,2
23,60996,Alugada,0,"Melhoria do lar",E,16000,16,1,0.26,N,3
30,18000,Hipotecada,6,Medico,B,2200,NULL,1,0.12,N,6
38,160000,Hipotecada,12,Empreendimento,A,14000,6.62,0,0.09,N,13
26,51000,Alugada,3,"Melhoria do lar",C,5500,13.49,1,0.11,Y,2
23,40000,Alugada,5,Pessoal,B,2000,11.71,0,0.05,N,2
27,85000,Alugada,0,Empreendimento,A,7200,7.68,0,0.08,N,10
25,36000,Alugada,9,Medico,B,6000,NULL,0,0.17,N,4
26,21000,Alugada,0,Medico,B,4000,11.36,0,0.19,N,2
24,27600,Alugada,4,Pessoal,D,7000,15.62,1,0.25,Y,4
24,NULL,Hipotecada,8,Empreendimento,D,5000,8.88,0,NULL,N,3
26,55000,Alugada,3,Empreendimento,C,5000,13.48,0,0.09,Y,4
26,48000,Alugada,3,Empreendimento,A,4000,5.79,0,0.08,N,2
24,82500,Alugada,8,Medico,A,9800,7.51,0,0.12,N,4
38,200000,Alugada,4,"Melhoria do lar",B,21000,10.37,0,0.1,N,11
25,128000,Hipotecada,4,"Melhoria do lar",B,10000,11.58,1,0.08,N,2
32,50000,Alugada,0,Empreendimento,B,4675,10,0,0.09,N,7
22,47800,Hipotecada,5,Pessoal,C,1500,13.43,0,0.03,Y,3
26,42000,Alugada,0,Empreendimento,B,6000,11.12,0,0.14,N,4
28,80748,Hipotecada,5,Medico,A,5000,7.51,0,0.06,N,9
23,30000,Alugada,4,"Pagamento de Débitos",C,7925,15.27,0,0.26,Y,4
31,80000,Alugada,4,Pessoal,C,3500,12.99,0,0.04,Y,7
24,19200,Alugada,1,"Melhoria do lar",C,8000,13.61,1,0.42,Y,3
23,62000,Hipotecada,7,Medico,B,6400,10.08,0,0.1,N,3
24,60000,Alugada,9,Medico,A,6000,7.51,0,0.1,N,3
23,58000,Hipotecada,7,Medico,C,7200,11.97,1,0.12,N,3
28,44500,Hipotecada,2,"Pagamento de Débitos",,NULL,11.12,0,0.02,N,5
40,71000,Hipotecada,5,Educacao,E,7000,15.38,0,0.1,Y,12
24,24000,Alugada,0,Empreendimento,D,7000,15.62,1,0.29,N,4
24,45000,Hipotecada,6,"Melhoria do lar",A,4075,5.42,0,0.09,N,3
26,132500,Hipotecada,1,"Melhoria do lar",B,12000,12.69,0,0.09,N,3
24,39000,Hipotecada,NULL,"Pagamento de Débitos",A,7000,7.49,1,0.18,N,3
25,98000,Hipotecada,9,Educacao,A,2000,5.42,0,0.02,N,4
22,36000,Alugada,4,Pessoal,B,10000,11.36,1,0.28,N,2
29,38004,Alugada,3,Medico,C,1500,14.35,0,0.04,Y,10
32,39500,Alugada,12,"Pagamento de Débitos",C,20000,13.11,1,0.51,N,5
25,34000,Hipotecada,2,Empreendimento,C,15450,11.22,1,0.45,N,4
21,42000,Hipotecada,5,Educacao,C,7000,15.23,0,0.17,Y,4
51,260000,Hipotecada,1,Pessoal,A,14000,7.66,0,0.05,N,26
25,48000,Alugada,0,Educacao,F,3200,NULL,1,0.07,Y,4
22,54000,Hipotecada,5,Educacao,C,12000,12.23,0,0.22,Y,3
27,46000,Propria,0,Educacao,A,18000,6.17,0,0.39,N,5
29,175000,Hipotecada,1,,A,2000,11.12,0,NULL,N,8
NULL,118500,Hipotecada,4,"Pagamento de Débitos",A,3600,15.27,0,0.07,,10
26,75000,Hipotecada,11,Empreendimento,D,6000,14.96,0,0.08,N,3
23,45600,Hipotecada,7,Empreendimento,C,10000,16.11,0,0.22,Y,4
25,32000,Alugada,9,,C,7000,11.78,0,NULL,Y,4
24,12000,Alugada,0,Pessoal,A,3200,5.99,1,0.27,N,3
41,170000,Hipotecada,11,Medico,B,20000,11.11,0,0.12,N,11
31,125000,Hipotecada,4,Empreendimento,B,12500,11.48,0,0.1,N,10
39,168000,Alugada,2,"Melhoria do lar",E,18000,17.93,1,0.11,N,11
23,38000,Alugada,0,"Pagamento de Débitos",A,7200,7.9,0,0.19,N,4
24,56004,Hipotecada,5,"Pagamento de Débitos",B,6000,10,1,0.11,N,3
22,27600,Alugada,5,Empreendimento,C,1200,13.06,0,0.04,N,2
31,43200,Hipotecada,0,Empreendimento,A,3000,8.9,0,0.07,N,6
29,50000,Alugada,3,"Pagamento de Débitos",B,7000,NULL,0,0.14,N,6
29,86000,Hipotecada,9,"Pagamento de Débitos",A,8400,NULL,0,0.1,N,10
32,69996,Alugada,4,Empreendimento,D,25000,15.95,1,0.36,Y,10
22,39000,Alugada,3,Medico,B,6600,NULL,0,0.17,N,2
23,13000,Alugada,3,"Melhoria do lar",D,2800,15.21,1,0.22,N,2
30,175000,Alugada,3,,,6500,5.79,0,0.11,N,4
39,44500,Alugada,5,Medico,A,6000,7.88,0,0.13,N,17
29,41000,Alugada,3,Pessoal,B,5000,11.49,0,0.12,N,9
22,66996,Alugada,3,Educacao,B,20000,12.18,0,0.3,N,2
23,100000,Hipotecada,7,Educacao,D,15000,16,0,0.15,Y,2
23,60000,Hipotecada,7,Pessoal,A,6000,8.9,0,0.1,N,4
25,27040,Alugada,2,Pessoal,A,6000,7.9,0,0.22,N,2
38,61450,Propria,6,Empreendimento,A,12500,7.49,0,0.2,N,16
24,55000,Alugada,0,"Pagamento de Débitos",B,4000,11.26,0,0.07,N,3
22,24996,Alugada,4,Pessoal,B,12000,9.63,1,0.48,N,3
40,133000,Alugada,2,Educacao,D,35000,14.54,1,0.26,Y,17
23,83000,Alugada,7,Educacao,B,25300,10.99,1,0.3,N,3
23,58977,Alugada,7,"Pagamento de Débitos",C,14400,NULL,0,0.24,N,4
29,58500,Alugada,1,Medico,D,22000,13.67,1,0.38,N,6
31,110000,Hipotecada,4,"Pagamento de Débitos",B,6000,11.99,0,0.05,N,7
27,72800,Hipotecada,7,"Melhoria do lar",B,7000,NULL,0,0.1,N,10
28,55640,Hipotecada,9,Pessoal,C,5000,NULL,0,0.09,N,6
23,42000,Alugada,7,Empreendimento,B,15000,11.83,1,0.36,N,4
22,75000,Alugada,6,Educacao,C,2000,13.43,0,0.03,N,3
24,110004,Hipotecada,8,"Pagamento de Débitos",C,16000,NULL,0,0.15,N,3
22,36000,Alugada,1,"Melhoria do lar",B,3000,10.37,1,0.08,N,3
22,48000,Hipotecada,0,"Pagamento de Débitos",A,4800,9.07,0,0.1,N,3
27,170000,Alugada,0,"Melhoria do lar",A,16000,5.79,0,0.09,N,8
23,44248,Alugada,NULL,Educacao,A,13200,NULL,0,0.3,N,2
21,47000,Alugada,5,Empreendimento,D,7000,14.96,0,0.15,Y,3
30,42600,Alugada,13,Empreendimento,B,12000,11.71,0,0.28,N,8
45,62200,Alugada,6,"Pagamento de Débitos",B,10000,10.39,0,0.16,N,11
36,53550,Alugada,1,Medico,B,1600,12.21,1,0.03,N,16
26,50004,Alugada,3,Empreendimento,C,15000,13.72,0,0.3,Y,4
26,96000,Hipotecada,10,"Melhoria do lar",E,24000,19.42,0,0.25,N,4
23,122000,Alugada,7,"Pagamento de Débitos",C,14000,13.48,0,0.11,Y,2
22,45000,Hipotecada,3,Educacao,C,3000,NULL,0,0.07,N,4
27,90000,Alugada,1,Empreendimento,B,6000,11.71,0,0.07,N,8
23,32000,Alugada,5,Medico,A,14125,7.9,1,0.44,N,2
37,145124,Hipotecada,21,Pessoal,B,11375,10.99,1,0.08,N,11
37,101644,Alugada,13,Empreendimento,B,14000,NULL,0,0.14,N,13
22,47472,Hipotecada,6,Empreendimento,B,20000,11.83,0,0.42,N,3
28,105000,Alugada,0,Empreendimento,E,20000,NULL,1,0.19,N,7
35,102000,Alugada,3,"Melhoria do lar",C,20000,13.85,0,0.2,N,10
24,116664,Alugada,8,Empreendimento,D,8000,16.49,0,0.07,N,3
27,38000,Alugada,0,Empreendimento,B,10000,9.76,0,0.26,N,5
42,160000,Hipotecada,0,Medico,A,22000,6.99,0,0.14,N,16
26,88200,Hipotecada,9,"Melhoria do lar",B,3000,10.59,0,0.03,N,4
25,50000,Hipotecada,7,Pessoal,C,6600,12.61,0,0.13,Y,3
33,22800,Alugada,0,Medico,A,2000,8.49,0,0.09,N,10
22,30400,Hipotecada,2,Empreendimento,C,9950,15.27,1,0.33,N,4
29,40000,Alugada,2,"Pagamento de Débitos",B,23500,11.12,1,0.59,N,8
27,52000,Hipotecada,11,"Melhoria do lar",A,6000,7.49,0,0.12,N,8
30,96000,Alugada,11,Educacao,C,12000,13.23,0,0.13,N,10
23,90000,Propria,7,Medico,A,35000,8.9,0,0.39,N,4
21,87500,Hipotecada,5,Pessoal,C,3000,10.25,NULL,NULL,N,7
27,46000,Alugada,4,Medico,C,7500,13.49,0,0.16,N,5
21,57000,Propria,5,Pessoal,B,8000,10.65,0,0.14,N,3
28,21000,Alugada,3,Pessoal,A,1000,7.49,0,0.05,N,9
24,22800,Propria,3,Medico,B,4750,11.36,0,0.21,N,4
27,36000,Alugada,11,Medico,A,3000,8,0,0.08,N,9
22,65004,Propria,3,Empreendimento,B,4000,10.99,0,0.06,N,3
23,42000,Alugada,3,"Pagamento de Débitos",A,9000,7.51,0,0.21,N,4
32,48000,Alugada,5,"Pagamento de Débitos",B,5000,11.49,0,0.1,N,8
21,40000,Alugada,3,Empreendimento,B,5000,9.25,0,0.13,N,4
23,65000,Hipotecada,3,Medico,A,7000,7.9,0,0.11,N,4
23,27500,Hipotecada,7,Educacao,B,6300,NULL,0,0.23,N,3
26,30000,Alugada,1,"Pagamento de Débitos",C,3000,13.49,0,0.1,N,4
24,67500,Hipotecada,3,Pessoal,A,3000,7.88,0,0.04,N,4
23,41000,Hipotecada,4,Medico,B,7500,10.71,0,0.18,N,2
21,40000,Hipotecada,5,Pessoal,A,5000,6.62,0,0.13,N,2
24,30000,Alugada,1,Educacao,B,12300,10.74,1,0.41,N,2
39,17760,,0,Medico,A,25000,17.93,NULL,0.09,N,8
22,71000,Hipotecada,6,"Pagamento de Débitos",B,3200,10.25,1,0.05,N,3
35,73000,Alugada,0,"Melhoria do lar",D,15000,15.57,1,0.21,N,8
28,32400,Alugada,3,Medico,D,4900,14.12,1,0.15,N,7
28,42000,Hipotecada,12,Empreendimento,A,7300,NULL,0,0.17,N,9
22,62000,Hipotecada,2,Educacao,D,7500,13.87,0,0.12,N,3
36,31000,Alugada,2,Educacao,A,2500,8.9,0,0.08,N,13
23,38000,Alugada,4,Empreendimento,A,1500,8.32,0,0.04,N,3
29,33600,Alugada,0,Pessoal,D,9600,15.99,1,0.29,Y,7
34,108000,Hipotecada,NULL,Medico,A,10000,6.91,0,0.09,N,8
34,76000,Hipotecada,13,"Pagamento de Débitos",E,20000,17.74,1,0.26,N,5
22,75000,Hipotecada,6,Empreendimento,D,25000,14.96,0,0.33,Y,3
25,39000,Alugada,2,Empreendimento,C,8500,13.23,1,0.22,Y,4
25,45000,Hipotecada,9,"Pagamento de Débitos",B,4000,9.25,0,0.09,N,3
33,58100,Alugada,1,"Pagamento de Débitos",C,17500,13.57,0,0.3,Y,10
37,39480,Propria,4,Empreendimento,A,8000,8.49,0,0.2,N,13
28,45000,Hipotecada,6,"Pagamento de Débitos",A,10000,5.99,0,0.22,N,10
22,28800,Alugada,6,Educacao,A,5000,6.91,0,0.17,N,2
50,200000,Alugada,1,Pessoal,B,7000,10.99,0,0.04,N,15
35,160000,Alugada,3,Medico,A,7500,8,0,0.05,N,8
28,200000,Alugada,2,Empreendimento,C,15000,11.72,0,0.07,Y,10
23,42000,Alugada,7,Empreendimento,C,15000,13.49,1,0.36,N,3
58,100000,Alugada,6,Educacao,A,12000,8.9,0,0.12,N,30
22,43000,Alugada,7,"Pagamento de Débitos",B,15000,10.99,1,0.35,N,2
38,46000,Alugada,1,Medico,B,12000,9.91,0,0.26,N,16
29,32000,Alugada,10,"Melhoria do lar",D,9250,15.65,1,0.29,N,7
NULL,61455,,1,Medico,F,9600,13.48,0,0.24,Y,5
33,50000,Alugada,1,"Melhoria do lar",A,9000,7.51,0,0.18,N,9
33,69600,Hipotecada,17,Pessoal,B,16000,11.99,0,0.23,N,8
33,59000,Alugada,17,Medico,B,9600,9.91,0,0.16,N,8
31,90000,Hipotecada,13,"Melhoria do lar",B,12000,11.49,0,0.13,N,7
NULL,82000,Hipotecada,2,Medico,A,2000,NULL,0,0.03,Y,3
24,22000,Alugada,0,Pessoal,B,4000,11.36,1,0.18,N,3
24,105996,Hipotecada,7,Medico,A,3000,7.51,0,0.03,N,3
22,42000,Alugada,NULL,Pessoal,C,NULL,15.23,0,0.11,Y,3
23,26400,Alugada,8,Educacao,C,4000,14.17,1,0.15,N,2
24,35004,Alugada,3,Pessoal,B,18250,11.49,1,0.52,N,4
22,25200,Hipotecada,1,Pessoal,C,7000,13.92,0,0.28,N,3
26,55000,Alugada,NULL,Medico,A,NULL,14.17,0,0.13,N,9
27,25000,Alugada,0,Pessoal,C,3600,13.16,0,0.14,Y,9
32,84996,Hipotecada,5,Medico,B,20000,8.88,0,0.24,N,5
21,45000,Alugada,3,Pessoal,B,10000,10.25,0,0.22,N,2
26,29040,Alugada,2,Educacao,B,15000,9.62,1,0.52,N,4
NULL,84000,Hipotecada,0,Medico,,10000,12.99,1,0.34,N,6
35,94000,Hipotecada,9,"Pagamento de Débitos",B,15000,9.88,0,0.16,N,9
22,85000,Alugada,1,Educacao,C,12000,12.84,0,0.14,Y,4
24,54000,Hipotecada,8,Empreendimento,D,1500,14.42,1,0.03,Y,2
26,108000,Hipotecada,1,Educacao,A,6000,7.49,0,0.06,N,4
22,34000,Alugada,4,Pessoal,A,6000,NULL,1,0.18,N,2
32,105000,Alugada,3,"Melhoria do lar",C,3000,NULL,0,0.03,N,10
23,70000,Alugada,4,Educacao,D,8000,16.02,0,0.11,N,2
35,90000,Alugada,15,Pessoal,B,7000,11.71,0,0.08,N,9
46,40000,Hipotecada,8,Educacao,A,12000,6.91,0,0.3,N,11
23,40000,Hipotecada,1,Empreendimento,B,1200,10.83,0,0.03,N,2
23,80000,Hipotecada,7,Educacao,B,17000,12.21,0,0.21,N,2
26,60000,Hipotecada,10,Empreendimento,A,12500,6.92,0,0.21,N,2
NULL,68750,,6,"Pagamento de Débitos",A,4800,15.23,0,0.05,Y,2
32,22704,Alugada,4,"Pagamento de Débitos",B,6800,NULL,0,0.3,N,8
22,32000,Alugada,0,"Pagamento de Débitos",B,4800,11.11,0,0.15,N,4
25,110000,Outros,8,Empreendimento,A,8000,9.32,0,0.07,N,3
36,48960,Alugada,17,Educacao,B,9000,10.99,0,0.18,N,12
27,33600,Propria,1,Pessoal,B,21250,8.88,0,0.63,N,6
23,170000,Alugada,7,Educacao,B,12000,11.11,0,0.07,N,2
26,52000,Hipotecada,6,Pessoal,B,3300,10.99,0,0.06,N,2
NULL,52000,Propria,0,,A,7500,NULL,0,0.21,N,13
26,95000,Hipotecada,10,Pessoal,A,6600,7.51,0,0.07,N,4
22,20000,Propria,6,Pessoal,B,9250,10.65,0,0.46,N,4
38,150000,Propria,0,Empreendimento,B,24000,11.83,0,0.16,N,13
23,28000,Alugada,4,"Pagamento de Débitos",C,5000,13.72,1,0.18,N,4
23,51000,Hipotecada,6,"Pagamento de Débitos",D,17500,14.09,1,0.34,Y,2
34,150000,Hipotecada,18,"Pagamento de Débitos",A,6000,6.03,0,0.04,N,10
25,49000,Alugada,10,Educacao,A,9600,7.51,1,0.2,N,4
28,72000,Alugada,0,Medico,C,24000,13.85,1,0.33,N,5
31,66000,Hipotecada,15,Pessoal,A,10000,NULL,0,0.15,N,5
23,54000,Hipotecada,1,Educacao,C,13650,NULL,0,0.25,Y,2
25,48000,Alugada,0,Medico,C,12000,13.49,0,0.25,Y,2
24,40000,Hipotecada,5,Empreendimento,A,8000,NULL,0,0.2,N,4
27,43200,Alugada,4,Educacao,A,10000,7.49,0,0.23,N,10
32,69900,Hipotecada,16,Pessoal,B,18000,11.49,0,0.26,N,8
35,192000,Hipotecada,11,"Melhoria do lar",B,10000,11.99,0,0.05,N,9
23,120000,Hipotecada,5,Empreendimento,B,6000,9.99,0,0.05,N,3
30,80000,Alugada,0,Medico,A,8900,6.17,0,0.11,N,10
22,56000,Hipotecada,5,Medico,B,12000,10.99,0,0.21,N,2
21,32000,Alugada,5,Empreendimento,C,15000,11.09,1,0.47,N,3
22,29996,Hipotecada,3,Educacao,C,5400,12.84,0,0.18,N,4
23,97000,Propria,7,Medico,B,15000,9.63,0,0.15,N,4
33,62050,Hipotecada,17,Medico,D,20000,NULL,1,0.27,Y,8
29,32000,Alugada,2,Educacao,C,7000,14.65,1,0.22,Y,10
43,86004,Hipotecada,2,"Melhoria do lar",B,10000,9.99,0,0.12,N,14
25,110000,Alugada,2,Empreendimento,B,5000,9.99,0,0.05,N,4
22,88000,Alugada,6,"Pagamento de Débitos",D,25000,15.58,1,0.28,Y,2
25,67500,,2,Educacao,A,15000,NULL,0,0.25,N,12
25,67000,Alugada,9,Pessoal,C,5000,13.92,1,0.07,Y,4
46,54196,Hipotecada,17,Empreendimento,B,4500,11.49,0,0.08,N,14
30,57600,Alugada,5,Pessoal,A,8500,NULL,0,0.15,N,5
25,40000,Alugada,2,Medico,C,18000,13.11,1,0.45,Y,3
22,105000,Alugada,6,Medico,A,7000,7.74,0,0.07,N,3
24,64000,Hipotecada,7,Empreendimento,F,4000,20.89,1,0.06,N,2
33,60000,Hipotecada,3,"Pagamento de Débitos",A,3500,7.9,0,0.06,N,9
25,115000,Hipotecada,3,Educacao,A,7600,6.99,0,0.07,N,4
28,95000,Hipotecada,12,"Melhoria do lar",A,3500,6.03,0,0.04,N,7
25,84000,Hipotecada,9,"Pagamento de Débitos",B,4200,9.25,0,0.05,N,4
29,33864,Alugada,2,Empreendimento,D,6000,14.91,1,0.18,Y,6
22,74000,Hipotecada,6,Medico,A,4000,6.99,0,0.05,N,4
23,70000,Hipotecada,3,Empreendimento,A,15000,8.49,0,0.21,N,2
34,70000,Hipotecada,13,"Pagamento de Débitos",A,20000,6.54,0,0.29,N,6
26,48000,Alugada,0,Educacao,C,9600,12.73,0,0.2,Y,3
29,55000,Alugada,3,Pessoal,B,1200,9.99,0,0.02,N,6
65,93000,Hipotecada,27,Pessoal,B,25000,9.99,0,0.27,N,27
22,38000,Hipotecada,5,"Pagamento de Débitos",B,10000,12.21,0,0.26,N,3
37,120000,Hipotecada,21,Pessoal,D,20000,14.84,0,0.17,N,11
30,70000,Hipotecada,6,"Melhoria do lar",A,10200,6.91,0,0.15,N,8
29,39000,Hipotecada,12,Pessoal,A,16000,5.99,0,0.41,N,8
27,40000,Alugada,8,Pessoal,B,12000,10.37,0,0.3,N,9
26,52000,Propria,10,Educacao,D,5000,15.65,0,0.1,Y,4
24,16800,Alugada,NULL,,B,1000,9.63,0,NULL,N,3
26,148000,Alugada,1,Educacao,F,24000,18.3,1,0.16,N,2
35,78000,Alugada,1,Pessoal,C,4350,15.27,1,0.06,N,6
31,37584,Alugada,0,Educacao,B,3900,NULL,0,0.1,N,8
26,42000,Alugada,0,"Pagamento de Débitos",B,7500,10.25,0,0.18,N,4
24,52800,Alugada,3,"Melhoria do lar",B,6000,9.91,0,0.11,N,4
31,17000,Alugada,3,Empreendimento,B,4575,11.48,1,0.27,N,7
37,88000,Hipotecada,20,"Melhoria do lar",B,9925,NULL,0,0.11,N,16
24,17496,Alugada,NULL,Educacao,C,3700,14.22,1,0.21,N,4
25,97440,Alugada,9,Educacao,A,15000,7.49,0,0.15,N,4
37,54000,Hipotecada,10,Pessoal,D,8000,NULL,0,0.15,N,15
32,65000,Hipotecada,6,Pessoal,B,5600,11.58,0,0.09,N,5
25,27096,Alugada,7,Educacao,A,5000,7.9,1,0.18,N,3
30,39996,Alugada,2,"Pagamento de Débitos",C,4000,12.99,0,0.1,Y,9
27,31200,Propria,2,"Melhoria do lar",C,6000,14.35,0,0.19,N,7
35,36000,Alugada,5,Medico,A,7000,6.91,0,0.19,N,8
28,89400,Alugada,12,"Melhoria do lar",D,5000,15.2,0,0.06,N,6
34,101000,Alugada,0,Empreendimento,A,16000,6.17,0,0.16,N,9
26,70000,Hipotecada,10,"Melhoria do lar",A,12000,8.94,0,0.17,N,2
30,60000,Alugada,1,"Pagamento de Débitos",B,5000,NULL,0,0.08,N,7
29,42000,Alugada,0,"Melhoria do lar",D,5000,14.96,1,0.12,N,9
31,80000,Hipotecada,5,Pessoal,A,6000,7.4,0,0.07,N,9
31,72500,Hipotecada,12,Empreendimento,B,8875,11.99,0,0.12,N,8
23,130000,Propria,7,Empreendimento,D,22600,14.96,0,0.17,Y,2
29,115000,Alugada,0,Medico,B,6500,10.65,0,0.06,N,10
25,56000,Alugada,1,"Melhoria do lar",B,6000,10.74,0,0.11,N,2
23,65000,Alugada,7,Empreendimento,B,20000,11.49,1,0.31,N,3
35,90000,Alugada,3,Pessoal,B,11000,11.99,0,0.12,N,10
22,48000,Alugada,6,Educacao,A,15000,7.51,1,0.31,N,2
27,62000,Alugada,2,Pessoal,B,9600,10.25,1,0.15,N,8
27,72000,Propria,2,Medico,A,10000,6.62,0,0.14,N,9
27,43000,Hipotecada,11,Empreendimento,A,17500,7.29,0,0.41,N,7
24,42000,Hipotecada,2,Pessoal,C,2000,11.28,0,0.05,N,2
21,32000,Alugada,5,"Pagamento de Débitos",A,6000,5.42,0,0.19,N,4
26,97500,Alugada,10,Empreendimento,E,5000,18.39,0,0.05,N,4
27,51000,Alugada,1,"Melhoria do lar",A,2000,7.74,0,0.04,N,6
30,90000,Hipotecada,0,"Melhoria do lar",C,5000,12.87,0,0.06,Y,10
35,106000,Hipotecada,8,"Pagamento de Débitos",C,15000,15.96,0,0.14,N,8
27,32400,Alugada,7,Medico,C,5000,NULL,0,0.15,N,6
23,40000,Alugada,3,Educacao,A,6000,5.79,0,0.15,N,4
37,38200,Alugada,0,Empreendimento,A,12000,8.94,1,0.31,N,14
38,130000,Hipotecada,1,"Melhoria do lar",B,30000,9.91,0,0.23,N,14
25,27336,Propria,9,Empreendimento,C,5500,13.23,0,0.2,N,4
22,49000,,6,Empreendimento,B,10000,6.62,0,NULL,N,2
23,46330,Alugada,0,Pessoal,B,8000,10.65,0,0.17,N,4
32,80000,Alugada,0,"Pagamento de Débitos",C,5000,NULL,0,0.06,N,6
34,NULL,Hipotecada,NULL,Pessoal,A,4800,NULL,0,0.11,N,4
22,125000,Alugada,3,Medico,C,18000,14.79,0,0.14,Y,3
22,44000,Alugada,1,Educacao,E,16000,16.35,1,0.36,N,3
22,75000,Alugada,3,Educacao,A,3500,7.29,0,0.05,N,2
22,94000,Alugada,5,Empreendimento,C,11800,13.99,0,0.13,N,4
30,78000,Hipotecada,1,Medico,C,26000,15.96,0,0.33,Y,5
30,66000,Hipotecada,15,"Pagamento de Débitos",B,15000,11.14,0,0.23,N,5
25,58000,Hipotecada,8,"Melhoria do lar",C,17500,13.11,0,0.3,Y,4
28,135000,Alugada,8,Medico,B,10800,NULL,0,0.08,N,7
48,42000,Hipotecada,3,"Pagamento de Débitos",C,14400,12.87,1,0.34,Y,17
23,63816,Alugada,4,Educacao,B,3500,9.63,0,0.05,N,3
37,40800,Propria,0,Empreendimento,C,4000,13.49,0,0.1,Y,14
36,106000,Hipotecada,15,"Melhoria do lar",A,4025,7.49,0,0.04,N,14
36,51000,Alugada,5,Medico,C,8000,13.47,0,0.16,Y,13
